failure,damage,44
pressure,anxiety,36
genes,obesity,28
stress,wrinkles,44
problem,death,37
retinopathy,blindness,68
mrsa,deaths,42
overpopulation,famine,24
stagnation,pain,26
friction,pain,50
errors,harm,61
stress,relapse,68
virus,outbreaks,37
action,pain,53
acne,problems,71
stress,disorder,17
mistake,injury,21
ptsd,anxiety,29
overuse,tendonitis,20
asthma,deaths,59
problems,difficulties,34
burns,injury,21
mistakes,pain,25
pain,distress,41
production,pollution,46
actions,injuries,113
estrogen,cancer,23
failures,death,32
actions,reactions,35
explosion,injury,28
wrongdoing,injury,30
distraction,accident,18
events,delays,27
age,problems,36
disputes,violence,23
diet,obesity,17
gonorrhea,pid,36
accident,paralysis,36
gerd,asthma,30
surgery,adhesions,42
surgery,problems,79
anxiety,sleeplessness,18
allergies,itchiness,21
racism,violence,19
procedure,infection,22
exposure,asbestosis,20
microorganisms,infection,49
methadone,death,38
combination,death,35
bleeding,anemia,35
devaluation,inflation,15
force,injury,19
imbalances,depression,14
vaccine,seizures,12
cirrhosis,ascites,26
arthritis,stiffness,1398
stroke,epilepsy,16
hypoglycemia,seizures,48
viruses,hepatitis,84
pneumonia,fever,19
aspiration,pneumonia,70
smoking,hypertension,30
anemia,weakness,57
diarrhea,hemorrhoids,49
asbestos,asbestosis,178
alcohol,cirrhosis,80
beatings,death,24
fungi,disease,77
parasites,disease,81
events,problems,26
negotiations,agreement,62
caffeine,anxiety,79
chemotherapy,anemia,154
drug,hallucinations,52
malnutrition,mortality,23
depression,unemployment,29
overdose,coma,93
hyperthyroidism,symptoms,79
fungi,diseases,274
landslides,damage,57
sin,punishment,47
speeding,accident,1406
capitalism,war,39
events,problem,24
disorders,death,66
schizophrenia,disability,98
war,losses,117
earthquakes,tsunami,24
virus,paralysis,20
war,disease,16
smoking,copd,178
nash,cirrhosis,41
microbes,diseases,69
bullying,depression,37
presence,problems,20
parasites,diarrhea,169
inbreeding,problems,46
dysentery,deaths,22
disease,infection,64
inexperience,problems,14
alcohol,dehydration,222
disease,morbidity,84
bph,symptoms,133
construction,delays,23
deficiency,rickets,42
carelessness,fire,37
crashes,death,73
crashes,fatalities,68
infection,miscarriage,59
war,peace,32
dropsy,death,81
fire,crash,14
mrsa,infections,109
incident,suspension,21
flooding,damages,107
alcohol,impairment,51
fire,burns,34
fires,damage,97
beating,death,20
chemotherapy,fatigue,51
disorder,seizures,44
diabetes,hyperglycemia,43
exposure,problems,18
hemolysis,anemia,40
bacterium,illness,86
pregnancy,miscarriage,71
complications,morbidity,98
work,problems,22
fibromyalgia,depression,50
illness,condition,32
alcohol,crime,50
shingles,pain,230
condition,nausea,47
pathogens,illness,49
viruses,encephalitis,71
trauma,dissociation,27
fighting,injuries,26
rains,mudslides,39
fatigue,pain,62
negligence,incident,63
diarrhoea,dehydration,73
mrsa,pneumonia,22
neglect,loss,27
use,deaths,40
relationship,marriage,61
virus,hepatitis,59
activities,pain,28
temperature,changes,29
virus,diseases,73
disease,conditions,64
incompetence,disaster,18
smallpox,death,19
tumors,symptoms,59
syndrome,death,23
scurvy,death,12
obesity,infertility,172
viruses,tumors,30
infection,scarring,25
drugs,harm,229
mutations,disorders,21
eruption,tsunami,15
disorder,problems,39
anesthesia,complications,55
overfishing,decline,25
pollution,decline,23
explosion,damage,111
radiation,mutations,104
infection,bursitis,57
cardiomyopathy,death,26
drug,drowsiness,259
drug,seizures,49
parasites,symptoms,114
pneumonia,mortality,50
mold,symptoms,27
love,death,65
lesion,pain,24
trauma,loss,18
fire,losses,239
abortion,infection,24
trauma,condition,53
sprains,pain,1307
issues,delays,21
earthquake,landslide,55
vibration,problems,26
injury,deaths,43
rabies,death,19
organisms,diseases,109
weather,delay,29
bite,pain,35
stroke,symptoms,45
viruses,fever,33
work,injury,48
infection,illnesses,20
violence,suffering,30
fire,fatalities,14
situation,death,28
resistance,pain,23
viruses,damage,219
food,death,22
cholera,deaths,21
problems,divorce,27
conditions,complications,70
overdose,deaths,15
virus,inflammation,83
pollution,disease,22
pancreatitis,death,242
changes,delays,26
evaporation,cooling,26
injuries,infections,24
fear,war,71
caffeine,dehydration,100
microbe,disease,51
fatigue,failure,19
exercise,pain,55
mosquitoes,malaria,56
government,problems,50
hazard,injury,45
virus,complications,25
incident,arrest,40
hypoglycemia,coma,68
actions,destruction,31
tramadol,seizures,65
food,illness,65
drought,problems,50
recklessness,accident,35
exposure,cancers,24
adhesions,infertility,67
landslides,deaths,28
expectations,disappointment,88
deficiency,symptoms,49
unemployment,hunger,11
misunderstandings,problems,36
parasites,diseases,168
tornadoes,fatalities,55
wound,pain,40
incident,trauma,41
neglect,failure,44
af,stroke,46
virus,cfs,53
ligaments,pain,96
marijuana,insanity,26
diseases,damage,106
floods,devastation,108
spasticity,pain,40
fire,casualties,13
cancer,fatigue,35
deregulation,crisis,56
viruses,colds,247
earthquakes,destruction,38
problems,homelessness,43
rubella,autism,18
disaster,death,28
disability,pain,14
stress,frustration,90
condensation,mold,49
condensation,rust,11
appendicitis,death,28
innovation,success,24
incidents,deaths,33
aging,problems,238
inequality,crime,15
teamwork,success,33
pollution,asthma,35
exercise,injury,23
addiction,depression,18
problems,abuse,21
pain,tension,45
operation,pain,22
storm,injuries,20
abuse,problems,68
tumors,pain,51
problems,delay,34
action,damage,30
misunderstandings,conflict,25
condition,malnutrition,21
infection,blindness,38
flood,damages,65
danger,death,24
assault,injuries,39
religion,deaths,18
oxidation,rancidity,17
war,problems,53
weapon,death,22
situation,anxiety,31
smoking,disability,43
distraction,accidents,65
virus,obesity,40
medication,drowsiness,467
failure,failure,23
ice,damage,55
food,problems,44
bacteria,decay,94
cholesterol,atherosclerosis,63
conditions,diabetes,95
poisoning,deaths,30
stress,allergies,33
problems,frustration,20
conditions,anemia,18
conditions,dementia,98
diabetes,retinopathy,25
delay,harm,27
infection,stillbirth,51
virus,infections,357
deficiency,scurvy,32
germs,illness,58
problems,condition,38
rosacea,redness,128
aspartame,symptoms,56
oil,acne,52
problems,deaths,14
fall,pain,25
aspartame,headaches,46
age,differences,88
accidents,disabilities,91
behavior,death,79
anger,hatred,70
bacteria,conjunctivitis,98
cvd,death,123
chd,death,102
arthritis,symptoms,324
injury,suffering,22
medication,dizziness,719
trauma,problem,29
beliefs,emotions,22
eyestrain,headaches,43
breach,losses,93
errors,losses,72
greed,problems,44
genes,cancer,76
smoking,complications,42
hypertension,complications,51
insects,problems,54
expansion,problems,32
lupus,inflammation,81
addiction,pain,31
depression,behaviors,48
smoking,depression,38
dryness,irritation,37
endometriosis,adhesions,61
tsunami,death,62
movements,pain,31
flood,loss,100
marijuana,violence,16
mutation,resistance,16
hiv,diseases,91
infection,headache,51
separation,problems,24
food,diseases,84
drugs,condition,57
pressure,numbness,72
injuries,depression,13
diabetes,obesity,49
disclosure,harm,141
disease,tumors,13
dehydration,tiredness,23
infection,amputation,39
misuse,injuries,29
exposure,infection,54
chemicals,asthma,47
events,change,40
clots,stroke,121
obesity,illnesses,47
infection,cough,52
strokes,dementia,32
behavior,accidents,28
accutane,depression,120
disruption,problems,36
procedures,complications,59
withdrawal,anxiety,15
tobacco,diseases,39
pollution,cancer,57
trauma,bleeding,34
omission,loss,26
omission,damage,22
noise,stress,66
fibroids,pain,90
stiffness,pain,26
exercise,symptoms,31
disease,diseases,19
reflux,heartburn,44
religion,problems,59
events,ptsd,40
condition,stroke,92
damage,paralysis,25
fungus,problems,35
change,discomfort,20
infections,problems,98
events,loss,19
medications,delirium,23
medications,depression,91
secession,war,22
treatment,improvement,40
syndrome,pain,68
fatigue,injury,43
illness,absence,82
virtue,happiness,51
injury,disabilities,38
medications,drowsiness,82
globalization,changes,75
depression,overeating,32
ignorance,mistakes,23
vioxx,strokes,68
events,losses,66
sin,trouble,14
motion,pain,78
divorce,changes,30
fungus,condition,54
drugs,impairment,27
surgery,injury,54
activity,problems,25
cyst,pain,40
whiplash,pain,39
lifestyle,obesity,13
religion,conflicts,27
firearms,death,55
racism,problems,61
diabetes,conditions,162
diseases,illness,57
work,injuries,40
stress,behaviors,34
germs,infections,67
changes,pain,57
asthma,hospitalizations,30
misuse,problems,62
death,sorrow,21
diseases,conditions,46
theft,damages,180
virus,warts,255
error,harm,89
droughts,famine,34
life,death,63
disease,deformities,21
conditions,blindness,70
allergies,inflammation,110
endometriosis,symptoms,61
overcrowding,stress,45
obesity,mortality,94
defect,damage,94
increase,decrease,18
inflammation,anemia,21
practice,confusion,30
drugs,illness,28
errors,injuries,18
fear,paralysis,44
accident,paraplegia,18
stroke,mortality,76
accidents,accidents,21
failure,harm,28
pain,aggression,22
hemorrhoids,symptoms,98
changes,symptoms,48
earthquakes,deaths,36
bacteria,damage,69
boom,bust,34
infections,illness,26
osteoporosis,pain,57
solutions,problems,21
fraud,loss,59
symptoms,anxiety,53
bacteria,pimples,39
disability,depression,14
conflict,stress,30
injury,mortality,29
justification,sanctification,25
disorder,pain,75
disease,scarring,24
treatment,nausea,29
religion,division,73
faith,obedience,43
misconduct,death,36
anger,aggression,30
law,death,21
misinformation,confusion,24
food,allergy,42
weight,problems,39
gout,inflammation,93
malnutrition,fatigue,12
yeast,infection,75
sebum,acne,24
shot,death,39
toxins,acne,59
problems,crisis,59
withdrawal,death,22
pain,injury,17
infections,fever,35
drug,harm,66
miscommunication,problems,32
injury,illness,18
stress,eczema,22
age,changes,42
fear,fear,14
inflammation,conditions,42
symptoms,disability,30
hpv,cancers,76
overuse,inflammation,62
migraine,stroke,21
situation,anger,16
diabetes,disability,102
fracking,earthquakes,42
poverty,desperation,41
sweating,dehydration,26
obesity,ailments,31
vaccines,problems,77
smoking,morbidity,27
poverty,disability,47
pregnancy,symptoms,47
depression,smoking,19
trauma,disability,22
conditions,accidents,26
weapons,death,28
god,evil,75
sex,death,21
intervention,changes,36
employment,injury,28
bacteria,allergies,28
smoking,asthma,71
debt,stress,149
influenza,symptoms,23
chemicals,cancers,41
sun,problems,14
fatigue,problems,30
allergy,inflammation,2335
aspirin,ulcers,99
baptism,salvation,16
confusion,suffering,21
stress,tinnitus,56
disability,problems,39
flooding,erosion,27
injury,weakness,31
fear,depression,28
depression,sadness,40
fever,convulsions,14
satan,suffering,13
infection,problem,41
sin,sin,59
lifestyle,diseases,25
gluten,symptoms,18
cigarettes,fires,51
medication,problems,60
infection,redness,40
injuries,conditions,14
ignorance,pain,57
sins,suffering,18
symptoms,stress,38
love,happiness,16
sepsis,mortality,20
emotions,anxiety,36
witchcraft,disease,25
anemia,dizziness,29
procrastination,anxiety,19
medication,condition,31
acne,acne,15
abortion,trauma,22
malnutrition,problems,43
stress,violence,22
money,stress,28
use,confusion,39
hazard,accident,13
foods,allergy,35
alcohol,cancer,73
problems,injury,32
malnutrition,sickness,18
conditions,stress,23
unemployment,stress,29
toxins,pain,20
fatigue,anxiety,22
bite,infection,35
injury,discomfort,20
exposure,effects,15
fires,injury,17
stroke,weakness,28
crashes,deaths,21
storms,damages,35
pain,inflammation,54
anger,stress,35
problem,stress,18
infection,infection,32
depression,apathy,29
fracture,death,14
deficiency,illness,70
accidents,burns,16
stress,ailments,36
complications,hospitalizations,20
problems,injuries,26
situations,pain,28
virus,syndrome,36
mutations,death,17
sin,alienation,14
foods,headaches,44
drug,pain,26
violations,death,27
conditions,discomfort,48
drug,complications,27
alcohol,cancers,22
practices,problems,13
anxiety,impotence,30
pregnancy,nausea,219
constipation,bloating,15
migraine,headaches,21
acne,pimples,47
diabetes,atherosclerosis,31
hemorrhoids,pain,234
obesity,stroke,104
bacteria,cellulitis,42
gastroenteritis,diarrhea,19
desire,suffering,275
hunting,extinction,18
humans,extinction,18
recurrence,death,15
microorganism,infection,63
earthquake,collapse,32
measles,pneumonia,57
death,suffering,37
schizophrenia,symptoms,67
error,crash,33
attack,injuries,38
disease,discomfort,48
rainfall,floods,19
menopause,depression,65
conditions,insomnia,21
stress,stroke,37
infections,pneumonia,27
parasites,death,29
actions,chaos,14
demons,disease,50
overpopulation,problems,41
wars,destruction,23
water,diseases,32
bacterium,infections,65
inflammation,diarrhea,62
medications,tinnitus,43
subsidence,damage,38
outbreak,death,23
drought,losses,134
rotavirus,deaths,18
war,hardship,18
disorders,pain,49
repentance,salvation,142
mrsa,infection,53
aneurysm,death,19
malnutrition,conditions,24
cigarette,fire,32
pathogens,infections,79
wind,erosion,60
effort,success,46
microorganisms,diseases,116
microorganism,disease,47
condition,jaundice,14
coronavirus,sars,46
situation,tension,19
god,universe,33
illness,losses,25
chocolate,acne,62
diarrhea,malnutrition,45
disease,fatalities,15
damage,inflammation,29
tsunami,deaths,37
rainfall,mudslides,26
move,controversy,32
storm,winds,39
earthquake,landslides,78
demonstrations,violence,18
tobacco,disease,105
tornadoes,deaths,26
osteoarthritis,inflammation,245
runoff,erosion,35
pathogens,infection,23
viruses,inflammation,39
hepatitis,cirrhosis,38
blockage,inflammation,14
actions,war,39
virus,shingles,157
riot,damage,28
death,rebirth,22
lies,pain,11
organisms,infections,90
fires,losses,38
amniocentesis,miscarriage,22
tumor,symptoms,118
cancer,complications,89
retrovirus,disease,25
explosion,deaths,16
fall,fractures,15
hcv,cirrhosis,60
condition,dizziness,21
hyperphagia,obesity,15
symptoms,discomfort,67
cancer,changes,25
medications,nausea,120
acid,damage,50
incident,deaths,24
exsanguination,death,27
degradation,decline,11
prematurity,death,27
errors,crash,14
alcohol,disease,15
hubris,downfall,22
moisture,corrosion,336
negligence,crash,28
fire,fire,18
infections,blindness,47
animals,damage,1413
anaemia,death,13
mold,problems,66
migration,problems,27
alcohol,harm,288
chemotherapy,vomiting,88
diabetes,mortality,42
pathogens,diseases,136
reaction,inflammation,39
policies,problems,28
ignorance,evil,56
ddt,cancer,51
injuries,complications,39
magnesium,diarrhea,60
chemicals,damage,189
accidents,trauma,130
situation,conflict,17
embolism,death,39
crimes,death,63
storm,destruction,36
drought,damage,53
flooding,devastation,51
war,inflation,17
pollen,allergy,19
acts,damage,36
instability,pain,17
arteriosclerosis,stroke,18
harm,death,23
aneuploidy,cancer,32
waves,damage,26
disease,pneumonia,41
infection,anemia,29
infection,epididymitis,12
